Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Peak Freq (Hz)	Begin File	Delta Freq (Hz)	USV TYPE
2400	Spectrogram 1	1	843.679562790	843.714603659	0.035	52435.4	60636.2	58105.5	58105.5	ch1-2018-11-20_10-39-58_0000019.wav	8200.8	FM
2401	Spectrogram 1	1	843.827363381	843.899242088	0.072	36530.8	44980.1	41503.9	41503.9	ch1-2018-11-20_10-39-58_0000019.wav	8449.3	RP
2402	Spectrogram 1	1	844.049986927	844.058522523	0.009	61785.7	66785.7	64941.4	64453.1	ch1-2018-11-20_10-39-58_0000019.wav	5000.0	SH
2403	Spectrogram 1	1	844.478337390	844.517421437	0.039	36033.8	65854.9	41503.9	62500.0	ch1-2018-11-20_10-39-58_0000019.wav	29821.1	ST
2404	Spectrogram 1	1	844.605472853	844.685437914	0.080	38518.9	77783.3	41503.9	41015.6	ch1-2018-11-20_10-39-58_0000019.wav	39264.4	ST
2405	Spectrogram 1	1	845.298876048	845.434996350	0.136	39761.4	65606.4	59082.0	59082.0	ch1-2018-11-20_10-39-58_0000019.wav	25845.0	CMP
2406	Spectrogram 1	1	845.513164444	845.600766618	0.088	37524.9	75260.4	42480.5	41992.2	ch1-2018-11-20_10-39-58_0000019.wav	37735.5	ST
2407	Spectrogram 1	1	846.048259918	846.063084901	0.015	52683.9	59642.1	58593.8	58593.8	ch1-2018-11-20_10-39-58_0000019.wav	6958.2	RP
2408	Spectrogram 1	1	846.151136318	846.243230911	0.092	34791.3	61878.7	39550.8	39550.8	ch1-2018-11-20_10-39-58_0000019.wav	27087.4	ST
2409	Spectrogram 1	1	846.354517140	846.398542848	0.044	37276.3	60884.7	59082.0	59082.0	ch1-2018-11-20_10-39-58_0000019.wav	23608.4	ST
2410	Spectrogram 1	1	846.694144031	846.734126562	0.040	50447.3	74552.7	55175.8	55175.8	ch1-2018-11-20_10-39-58_0000019.wav	24105.4	TR
2411	Spectrogram 1	1	846.878132546	846.961866109	0.084	30318.1	55417.5	35156.2	35644.5	ch1-2018-11-20_10-39-58_0000019.wav	25099.4	ST
2412	Spectrogram 1	1	847.404068617	847.472802630	0.069	47713.7	56411.5	54199.2	55175.8	ch1-2018-11-20_10-39-58_0000019.wav	8697.8	FM
2413	Spectrogram 1	1	847.496387831	847.574331304	0.078	41406.2	56660.0	52734.4	51269.5	ch1-2018-11-20_10-39-58_0000019.wav	15253.8	TR
2414	Spectrogram 1	1	847.666875140	847.715393267	0.049	53926.4	60884.7	55175.8	55175.8	ch1-2018-11-20_10-39-58_0000019.wav	6958.3	FL
2415	Spectrogram 1	1	847.897659719	847.923715750	0.026	57157.1	66600.4	62011.7	61523.4	ch1-2018-11-20_10-39-58_0000019.wav	9443.3	RP
2416	Spectrogram 1	1	848.246271448	848.330279687	0.084	33548.7	61133.2	57617.2	58105.5	ch1-2018-11-20_10-39-58_0000019.wav	27584.5	TR
2417	Spectrogram 1	1	848.424845111	848.525399589	0.101	33300.2	62857.1	36132.8	36132.8	ch1-2018-11-20_10-39-58_0000019.wav	29556.9	ST
2418	Spectrogram 1	1	848.905231475	849.069204776	0.164	32306.2	60387.7	54199.2	55664.1	ch1-2018-11-20_10-39-58_0000019.wav	28081.5	CMP
2419	Spectrogram 1	1	849.219700819	849.287985590	0.068	54672.0	65606.4	60546.9	60546.9	ch1-2018-11-20_10-39-58_0000019.wav	10934.4	FM
2420	Spectrogram 1	1	849.557679651	849.661903776	0.104	34294.2	57405.6	54199.2	55664.1	ch1-2018-11-20_10-39-58_0000019.wav	23111.4	CMP
2421	Spectrogram 1	1	849.822732384	849.876641414	0.054	35536.8	61381.7	55664.1	59570.3	ch1-2018-11-20_10-39-58_0000019.wav	25844.9	ST
2422	Spectrogram 1	1	850.241822882	850.351887152	0.110	33797.2	64363.8	57128.9	57617.2	ch1-2018-11-20_10-39-58_0000019.wav	30566.6	CMP
2423	Spectrogram 1	1	850.478797994	850.529786952	0.051	39285.7	44483.1	41503.9	41503.9	ch1-2018-11-20_10-39-58_0000019.wav	5197.4	FL
2424	Spectrogram 1	1	850.580102047	850.584145225	0.004	59890.7	62872.8	61523.4	61035.2	ch1-2018-11-20_10-39-58_0000019.wav	2982.1	SH
2425	Spectrogram 1	1	850.881068477	850.891401041	0.010	56411.5	58648.1	57617.2	57617.2	ch1-2018-11-20_10-39-58_0000019.wav	2236.6	SH
2426	Spectrogram 1	1	851.065257664	851.193551865	0.128	34045.7	68588.5	39062.5	36621.1	ch1-2018-11-20_10-39-58_0000019.wav	34542.8	ST
2427	Spectrogram 1	1	851.357312810	851.364949923	0.008	56908.5	59642.1	58593.8	58593.8	ch1-2018-11-20_10-39-58_0000019.wav	2733.6	SH
2428	Spectrogram 1	1	851.520836869	851.597095685	0.076	44980.1	56163.0	53710.9	54199.2	ch1-2018-11-20_10-39-58_0000019.wav	11182.9	CMP
2429	Spectrogram 1	1	851.700533637	851.737371474	0.037	34294.2	56908.5	37109.4	37109.4	ch1-2018-11-20_10-39-58_0000019.wav	22614.3	ST
2430	Spectrogram 1	1	851.802485896	851.877958538	0.075	34542.7	56908.5	36621.1	36621.1	ch1-2018-11-20_10-39-58_0000019.wav	22365.8	ST
2431	Spectrogram 1	1	852.383853738	852.460674106	0.077	34294.2	61878.7	57128.9	57617.2	ch1-2018-11-20_10-39-58_0000019.wav	27584.5	TR
2432	Spectrogram 1	1	852.599939101	852.610271665	0.010	57654.1	62127.2	60546.9	60546.9	ch1-2018-11-20_10-39-58_0000019.wav	4473.1	SH
2433	Spectrogram 1	1	852.775143449	852.781432836	0.006	67500.0	71071.4	70312.5	70312.5	ch1-2018-11-20_10-39-58_0000019.wav	3571.4	SH
2434	Spectrogram 1	1	853.268258754	853.328457171	0.060	52435.4	59393.6	55664.1	55175.8	ch1-2018-11-20_10-39-58_0000019.wav	6958.2	FM
2435	Spectrogram 1	1	853.471765343	853.478503972	0.007	58928.6	69831.0	67871.1	68359.4	ch1-2018-11-20_10-39-58_0000019.wav	10902.4	RP
2436	Spectrogram 1	1	853.842713401	853.874160336	0.031	53429.4	56660.0	55664.1	55664.1	ch1-2018-11-20_10-39-58_0000019.wav	3230.6	FL
2437	Spectrogram 1	1	853.986470815	854.043075297	0.057	35039.8	61133.2	37109.4	37109.4	ch1-2018-11-20_10-39-58_0000019.wav	26093.4	ST
2438	Spectrogram 1	1	854.193571340	854.215584194	0.022	37773.4	42246.5	40527.3	40527.3	ch1-2018-11-20_10-39-58_0000019.wav	4473.1	FL
2439	Spectrogram 1	1	854.355895683	854.362634312	0.007	61071.4	66848.9	64941.4	65918.0	ch1-2018-11-20_10-39-58_0000019.wav	5777.5	SH
2440	Spectrogram 1	1	854.658235495	854.771444458	0.113	34791.3	67097.4	58105.5	58105.5	ch1-2018-11-20_10-39-58_0000019.wav	32306.1	CMP
2441	Spectrogram 1	1	855.098266697	855.110845471	0.013	58632.7	64870.3	61035.2	61035.2	ch1-2018-11-20_10-39-58_0000019.wav	6237.6	RP
2442	Spectrogram 1	1	855.691039253	855.733717235	0.043	50695.8	59890.7	57617.2	58105.5	ch1-2018-11-20_10-39-58_0000019.wav	9194.9	TR
2443	Spectrogram 1	1	855.846476957	855.870286779	0.024	37276.3	41749.5	39550.8	39550.8	ch1-2018-11-20_10-39-58_0000019.wav	4473.2	FL
2444	Spectrogram 1	1	856.302606414	856.359210896	0.057	45974.2	59890.7	57617.2	58105.5	ch1-2018-11-20_10-39-58_0000019.wav	13916.5	TR
2445	Spectrogram 1	1	856.926926016	856.968705514	0.042	46471.2	65357.9	59570.3	60058.6	ch1-2018-11-20_10-39-58_0000019.wav	18886.7	TR
2446	Spectrogram 1	1	857.214216223	857.264557516	0.050	36197.9	74552.7	39550.8	39550.8	ch1-2018-11-20_10-39-58_0000019.wav	38354.8	ST
2447	Spectrogram 1	1	857.855982346	857.915282279	0.059	32057.7	59642.1	55175.8	35644.5	ch1-2018-11-20_10-39-58_0000019.wav	27584.4	TR
2448	Spectrogram 1	1	858.034331388	858.100819192	0.066	34542.7	66103.4	37109.4	36621.1	ch1-2018-11-20_10-39-58_0000019.wav	31560.7	ST
2449	Spectrogram 1	1	858.654681367	858.687476027	0.033	47713.7	62127.2	59570.3	60546.9	ch1-2018-11-20_10-39-58_0000019.wav	14413.5	TR
2450	Spectrogram 1	1	858.929168180	858.933211357	0.004	67345.9	72142.9	70800.8	70312.5	ch1-2018-11-20_10-39-58_0000019.wav	4797.0	SH
2451	Spectrogram 1	1	859.501575582	859.582439127	0.081	47916.7	76562.5	58593.8	58593.8	ch1-2018-11-20_10-39-58_0000019.wav	28645.8	TR
2452	Spectrogram 1	1	859.702684896	859.707177315	0.004	68091.5	80019.9	74707.0	76171.9	ch1-2018-11-20_10-39-58_0000019.wav	11928.4	RP
2453	Spectrogram 1	1	860.059458334	860.103034800	0.044	50520.8	59880.2	57128.9	57617.2	ch1-2018-11-20_10-39-58_0000019.wav	9359.4	TR
2454	Spectrogram 1	1	860.333122017	860.338512920	0.005	63121.3	77286.3	72753.9	73242.2	ch1-2018-11-20_10-39-58_0000019.wav	14165.0	RP
2455	Spectrogram 1	1	860.854389754	860.992756265	0.138	30318.1	59393.6	34179.7	33203.1	ch1-2018-11-20_10-39-58_0000019.wav	29075.5	ST
2456	Spectrogram 1	1	861.151787904	861.155831081	0.004	67594.4	79274.4	74707.0	74218.8	ch1-2018-11-20_10-39-58_0000019.wav	11680.0	RP
2457	Spectrogram 1	1	861.281767728	861.288057115	0.006	63928.6	69085.5	67382.8	67382.8	ch1-2018-11-20_10-39-58_0000019.wav	5156.9	SH
2458	Spectrogram 1	1	861.633524151	861.638915054	0.005	62872.8	66103.4	64453.1	64941.4	ch1-2018-11-20_10-39-58_0000019.wav	3230.6	SH
2459	Spectrogram 1	1	861.897102491	861.907435055	0.010	62375.7	67345.9	65918.0	65918.0	ch1-2018-11-20_10-39-58_0000019.wav	4970.2	SH
2460	Spectrogram 1	1	862.170241578	862.186863529	0.017	62624.3	69831.0	67382.8	68359.4	ch1-2018-11-20_10-39-58_0000019.wav	7206.7	RP
2461	Spectrogram 1	1	862.284397823	862.342350031	0.058	50198.8	55417.5	53222.7	53710.9	ch1-2018-11-20_10-39-58_0000019.wav	5218.7	FL
2462	Spectrogram 1	1	862.398056029	862.403446932	0.005	56411.5	62127.2	60058.6	60058.6	ch1-2018-11-20_10-39-58_0000019.wav	5715.7	SH
2463	Spectrogram 1	1	862.801173141	862.882036686	0.081	57291.7	70079.5	62011.7	61035.2	ch1-2018-11-20_10-39-58_0000019.wav	12787.8	CMP
2464	Spectrogram 1	1	863.020403198	863.048256197	0.028	57654.1	61630.2	59570.3	59570.3	ch1-2018-11-20_10-39-58_0000019.wav	3976.1	FL
2465	Spectrogram 1	1	863.175391660	863.293542284	0.118	31809.1	62127.2	54687.5	52734.4	ch1-2018-11-20_10-39-58_0000019.wav	30318.1	CMP
2466	Spectrogram 1	1	863.367791353	863.408799035	0.041	44531.2	71322.1	54687.5	68359.4	ch1-2018-11-20_10-39-58_0000019.wav	26790.9	ST
2467	Spectrogram 1	1	863.662494052	863.734372759	0.072	51192.8	57157.1	54199.2	53710.9	ch1-2018-11-20_10-39-58_0000019.wav	5964.3	FL
2468	Spectrogram 1	1	863.756385613	863.803556015	0.047	44980.1	62375.7	56640.6	54199.2	ch1-2018-11-20_10-39-58_0000019.wav	17395.6	TR
2469	Spectrogram 1	1	863.981905057	864.122742399	0.141	39015.9	78125.0	60546.9	60546.9	ch1-2018-11-20_10-39-58_0000019.wav	39109.1	CMP
2470	Spectrogram 1	1	864.412901365	864.420089236	0.007	71354.2	75781.2	74707.0	74707.0	ch1-2018-11-20_10-39-58_0000019.wav	4427.0	SH
2471	Spectrogram 1	1	864.578447013	864.687612799	0.109	35288.3	74304.2	37597.7	39550.8	ch1-2018-11-20_10-39-58_0000019.wav	39015.9	ST
2472	Spectrogram 1	1	864.773867248	864.808908118	0.035	41501.0	51938.4	46875.0	47851.6	ch1-2018-11-20_10-39-58_0000019.wav	10437.4	RP
2473	Spectrogram 1	1	864.868208051	864.872700470	0.004	69831.0	72564.6	71289.1	71777.3	ch1-2018-11-20_10-39-58_0000019.wav	2733.6	SH
2474	Spectrogram 1	1	865.177159825	865.286100990	0.109	35039.8	67097.4	60546.9	60058.6	ch1-2018-11-20_10-39-58_0000019.wav	32057.6	TR
2475	Spectrogram 1	1	865.614870363	865.746947488	0.132	35785.3	77286.3	58105.5	58105.5	ch1-2018-11-20_10-39-58_0000019.wav	41501.0	ST
2476	Spectrogram 1	1	866.162369596	866.258058125	0.096	35039.8	72067.6	56640.6	59082.0	ch1-2018-11-20_10-39-58_0000019.wav	37027.8	CMP
2477	Spectrogram 1	1	866.702856423	866.819659322	0.117	34294.2	62624.3	58593.8	58593.8	ch1-2018-11-20_10-39-58_0000019.wav	28330.1	CMP
2478	Spectrogram 1	1	866.847512321	866.861888063	0.014	59642.1	76292.2	69335.9	70312.5	ch1-2018-11-20_10-39-58_0000019.wav	16650.1	RP
2479	Spectrogram 1	1	868.344631103	868.454246132	0.110	36530.8	77534.8	58593.8	62011.7	ch1-2018-11-20_10-39-58_0000019.wav	41004.0	CMP
2480	Spectrogram 1	1	868.561614950	868.616422465	0.055	41998.0	52932.4	45410.2	46875.0	ch1-2018-11-20_10-39-58_0000019.wav	10934.4	RP
2481	Spectrogram 1	1	868.645398568	868.650789471	0.005	61626.7	76347.3	71289.1	71289.1	ch1-2018-11-20_10-39-58_0000019.wav	14720.6	RP
2482	Spectrogram 1	1	868.752093524	868.763324572	0.011	46471.2	50198.8	48828.1	48828.1	ch1-2018-11-20_10-39-58_0000019.wav	3727.6	SH
2483	Spectrogram 1	1	868.804879450	868.811168836	0.006	67614.8	83333.3	76660.2	79101.6	ch1-2018-11-20_10-39-58_0000019.wav	15718.5	RP
2484	Spectrogram 1	1	868.938777941	869.024583147	0.086	47962.2	53928.6	50293.0	51269.5	ch1-2018-11-20_10-39-58_0000019.wav	5966.4	FL
2485	Spectrogram 1	1	869.127908789	869.175079190	0.047	53180.9	61381.7	57128.9	56152.3	ch1-2018-11-20_10-39-58_0000019.wav	8200.8	FM
2486	Spectrogram 1	1	869.585910568	869.626791582	0.041	53677.9	62624.3	59082.0	56640.6	ch1-2018-11-20_10-39-58_0000019.wav	8946.4	TR
2487	Spectrogram 1	1	869.797952753	869.834341349	0.036	53677.9	62872.8	60058.6	60058.6	ch1-2018-11-20_10-39-58_0000019.wav	9194.9	FM
2488	Spectrogram 1	1	870.003578886	870.066023513	0.062	48459.2	61381.7	58105.5	58593.8	ch1-2018-11-20_10-39-58_0000019.wav	12922.5	TR
2489	Spectrogram 1	1	870.140597671	870.186869589	0.046	48956.3	57902.6	54199.2	54199.2	ch1-2018-11-20_10-39-58_0000019.wav	8946.3	FM
2490	Spectrogram 1	1	870.361175454	870.411041307	0.050	45974.2	60636.2	56152.3	56640.6	ch1-2018-11-20_10-39-58_0000019.wav	14662.0	TR
2491	Spectrogram 1	1	870.478853878	870.522430344	0.044	45974.2	61133.2	57617.2	58105.5	ch1-2018-11-20_10-39-58_0000019.wav	15159.0	TR
2492	Spectrogram 1	1	870.591613600	870.642377937	0.051	49701.8	60636.2	56640.6	58593.8	ch1-2018-11-20_10-39-58_0000019.wav	10934.4	FM
2493	Spectrogram 1	1	870.797366399	870.841392107	0.044	54920.5	65606.4	61035.2	60546.9	ch1-2018-11-20_10-39-58_0000019.wav	10685.9	TR
2494	Spectrogram 1	1	871.000019705	871.030118914	0.030	55914.5	64860.8	59570.3	59570.3	ch1-2018-11-20_10-39-58_0000019.wav	8946.3	FM
2495	Spectrogram 1	1	871.259681535	871.265072438	0.005	69582.5	72564.6	71289.1	71289.1	ch1-2018-11-20_10-39-58_0000019.wav	2982.1	SH
2496	Spectrogram 1	1	871.453304802	871.507213832	0.054	53429.4	86481.1	60058.6	59570.3	ch1-2018-11-20_10-39-58_0000019.wav	33051.7	TR
2497	Spectrogram 1	1	871.698741598	871.743216548	0.044	54920.5	87972.2	63964.8	64453.1	ch1-2018-11-20_10-39-58_0000019.wav	33051.7	TR
2498	Spectrogram 1	1	871.847440673	871.909436058	0.062	52186.9	88717.7	63476.6	63476.6	ch1-2018-11-20_10-39-58_0000019.wav	36530.8	TR
2499	Spectrogram 1	1	872.090627662	872.133754886	0.043	49900.2	55389.2	54199.2	54199.2	ch1-2018-11-20_10-39-58_0000019.wav	5489.0	FL
2500	Spectrogram 1	1	872.224052512	872.253702478	0.030	53180.9	64115.3	61523.4	62500.0	ch1-2018-11-20_10-39-58_0000019.wav	10934.4	FM
2501	Spectrogram 1	1	872.448371340	872.498686435	0.050	55914.5	87475.1	67382.8	59082.0	ch1-2018-11-20_10-39-58_0000019.wav	31560.6	TR
2502	Spectrogram 1	1	872.808214117	872.844602713	0.036	52932.4	58648.1	57128.9	57128.9	ch1-2018-11-20_10-39-58_0000019.wav	5715.7	FL
2503	Spectrogram 1	1	873.786135907	873.836451002	0.050	59393.6	66103.4	62988.3	64453.1	ch1-2018-11-20_10-39-58_0000019.wav	6709.8	FM
2504	Spectrogram 1	1	874.094315864	874.125313556	0.031	50944.3	85238.6	67871.1	60546.9	ch1-2018-11-20_10-39-58_0000019.wav	34294.3	TR
2505	Spectrogram 1	1	874.320958054	874.348811053	0.028	56908.5	64115.3	62011.7	62011.7	ch1-2018-11-20_10-39-58_0000019.wav	7206.8	FM
2506	Spectrogram 1	1	876.073797398	876.103335054	0.030	54672.0	66351.9	64453.1	64941.4	ch1-2018-11-20_10-39-58_0000019.wav	11679.9	TR
2507	Spectrogram 1	1	876.293925938	876.347834969	0.054	51441.4	63121.3	60058.6	61035.2	ch1-2018-11-20_10-39-58_0000019.wav	11679.9	TR
2508	Spectrogram 1	1	876.425251689	876.507462960	0.082	33051.7	57902.6	56152.3	56152.3	ch1-2018-11-20_10-39-58_0000019.wav	24850.9	ST
2509	Spectrogram 1	1	876.600006796	876.617976472	0.018	56163.0	60884.7	59570.3	59570.3	ch1-2018-11-20_10-39-58_0000019.wav	4721.7	IU
2510	Spectrogram 1	1	878.907508486	878.927724372	0.020	54672.0	63121.3	59570.3	59082.0	ch1-2018-11-20_10-39-58_0000019.wav	8449.3	FM
2511	Spectrogram 1	1	879.051265900	879.099784027	0.049	41004.0	52435.4	48339.8	48339.8	ch1-2018-11-20_10-39-58_0000019.wav	11431.4	FM
2512	Spectrogram 1	1	879.125185540	879.146749152	0.022	41501.0	80516.9	73730.5	73730.5	ch1-2018-11-20_10-39-58_0000019.wav	39015.9	ST
2513	Spectrogram 1	1	879.585908985	879.632630144	0.047	35785.3	65854.9	37597.7	38085.9	ch1-2018-11-20_10-39-58_0000019.wav	30069.6	ST
2514	Spectrogram 1	1	879.672612675	879.758867124	0.086	36979.2	69831.0	43945.3	43945.3	ch1-2018-11-20_10-39-58_0000019.wav	32851.8	CMP
2515	Spectrogram 1	1	880.153627701	880.371060791	0.217	38270.4	69085.5	43457.0	43457.0	ch1-2018-11-20_10-39-58_0000019.wav	30815.1	ST
2516	Spectrogram 1	1	880.789076441	880.856911971	0.068	37524.9	67345.9	58105.5	59082.0	ch1-2018-11-20_10-39-58_0000019.wav	29821.0	CMP
2517	Spectrogram 1	1	880.969222451	881.067157189	0.098	31063.6	60884.7	33203.1	33203.1	ch1-2018-11-20_10-39-58_0000019.wav	29821.1	ST
2518	Spectrogram 1	1	881.528029884	881.607096462	0.079	32554.7	55169.0	38574.2	53710.9	ch1-2018-11-20_10-39-58_0000019.wav	22614.3	TR
2519	Spectrogram 1	1	881.662802460	881.697394088	0.035	35785.3	41252.5	39550.8	39062.5	ch1-2018-11-20_10-39-58_0000019.wav	5467.2	FL
2520	Spectrogram 1	1	882.193405965	882.329077025	0.136	35288.3	67097.4	39062.5	38574.2	ch1-2018-11-20_10-39-58_0000019.wav	31809.1	CMP
2521	Spectrogram 1	1	882.632315320	882.657472868	0.025	51192.8	54672.0	53222.7	53222.7	ch1-2018-11-20_10-39-58_0000019.wav	3479.2	FL
2522	Spectrogram 1	1	882.808116021	882.874007473	0.066	37773.4	69831.0	50293.0	50293.0	ch1-2018-11-20_10-39-58_0000019.wav	32057.6	TR
2523	Spectrogram 1	1	883.286158221	883.390831588	0.105	33548.7	64115.3	58593.8	58593.8	ch1-2018-11-20_10-39-58_0000019.wav	30566.6	CMP
2524	Spectrogram 1	1	883.590744243	883.638363886	0.048	33548.7	62624.3	37109.4	37597.7	ch1-2018-11-20_10-39-58_0000019.wav	29075.6	CMP
2525	Spectrogram 1	1	883.676998691	883.688678981	0.012	54423.5	67097.4	61523.4	61035.2	ch1-2018-11-20_10-39-58_0000019.wav	12673.9	RP
2526	Spectrogram 1	1	883.945069450	883.981907288	0.037	41998.0	55914.5	53710.9	54199.2	ch1-2018-11-20_10-39-58_0000019.wav	13916.5	TR
2527	Spectrogram 1	1	884.133301814	884.219556263	0.086	31560.6	56163.0	50781.2	51269.5	ch1-2018-11-20_10-39-58_0000019.wav	24602.4	CMP
2528	Spectrogram 1	1	884.707208008	884.750335233	0.043	37524.9	52683.9	49316.4	50293.0	ch1-2018-11-20_10-39-58_0000019.wav	15159.0	TR
2529	Spectrogram 1	1	885.811465090	885.840665815	0.029	37027.8	51938.4	49804.7	49804.7	ch1-2018-11-20_10-39-58_0000019.wav	14910.6	TR
2530	Spectrogram 1	1	885.979706189	886.051369258	0.072	31510.4	65109.3	35644.5	35644.5	ch1-2018-11-20_10-39-58_0000019.wav	33598.9	ST
2531	Spectrogram 1	1	886.401094751	886.455453023	0.054	45974.2	63618.3	54687.5	58105.5	ch1-2018-11-20_10-39-58_0000019.wav	17644.1	TR
2532	Spectrogram 1	1	886.851656042	886.884450702	0.033	57902.6	61133.2	59570.3	59570.3	ch1-2018-11-20_10-39-58_0000019.wav	3230.6	FL
2533	Spectrogram 1	1	887.091551227	887.155343579	0.064	33300.2	60884.7	54687.5	55664.1	ch1-2018-11-20_10-39-58_0000019.wav	27584.5	TR
2534	Spectrogram 1	1	887.289817621	887.375534571	0.086	33214.3	72067.6	39062.5	39062.5	ch1-2018-11-20_10-39-58_0000019.wav	38853.3	ST
2535	Spectrogram 1	1	887.801205633	887.834449535	0.033	37425.1	55638.7	52734.4	53710.9	ch1-2018-11-20_10-39-58_0000019.wav	18213.6	TR
2536	Spectrogram 1	1	888.001118287	888.027623560	0.027	39670.7	44660.7	41992.2	41503.9	ch1-2018-11-20_10-39-58_0000019.wav	4990.0	FL
2537	Spectrogram 1	1	888.392804129	888.428743482	0.036	49650.7	53892.2	51757.8	52246.1	ch1-2018-11-20_10-39-58_0000019.wav	4241.5	FL
2538	Spectrogram 1	1	888.576993316	888.622366750	0.045	41167.7	50648.7	48339.8	48339.8	ch1-2018-11-20_10-39-58_0000019.wav	9481.0	TR
2539	Spectrogram 1	1	888.778253696	888.807454421	0.029	38922.2	42664.7	41015.6	41015.6	ch1-2018-11-20_10-39-58_0000019.wav	3742.5	FL
2540	Spectrogram 1	1	889.105175146	889.169865983	0.065	37924.2	58882.2	51757.8	52246.1	ch1-2018-11-20_10-39-58_0000019.wav	20958.0	TR
2541	Spectrogram 1	1	889.523566484	889.589605046	0.066	31936.1	56636.7	53222.7	53710.9	ch1-2018-11-20_10-39-58_0000019.wav	24700.6	ST
2542	Spectrogram 1	1	889.722580654	889.765707878	0.043	43912.2	55888.2	51757.8	52734.4	ch1-2018-11-20_10-39-58_0000019.wav	11976.0	TR
2543	Spectrogram 1	1	889.887003196	889.957309556	0.070	32031.3	52395.2	50781.2	50781.2	ch1-2018-11-20_10-39-58_0000019.wav	20363.9	ST
2544	Spectrogram 1	1	890.000461180	890.005852083	0.005	53214.3	58632.7	56640.6	57128.9	ch1-2018-11-20_10-39-58_0000019.wav	5418.4	SH
2545	Spectrogram 1	1	890.672302112	890.725761901	0.053	32934.1	60878.2	56152.3	58105.5	ch1-2018-11-20_10-39-58_0000019.wav	27944.1	TR
2546	Spectrogram 1	1	891.037233661	891.082157853	0.045	45908.2	52145.7	49804.7	49804.7	ch1-2018-11-20_10-39-58_0000019.wav	6237.5	FM
2547	Spectrogram 1	1	891.234001622	891.308101782	0.074	31187.6	70608.8	36132.8	36621.1	ch1-2018-11-20_10-39-58_0000019.wav	39421.2	ST
2548	Spectrogram 1	1	891.580342385	891.601007513	0.021	57135.7	61626.7	59570.3	59082.0	ch1-2018-11-20_10-39-58_0000019.wav	4491.0	FL
2549	Spectrogram 1	1	891.729041460	891.778907313	0.050	36676.6	72105.8	50781.2	50293.0	ch1-2018-11-20_10-39-58_0000019.wav	35429.2	TR
2550	Spectrogram 1	1	891.977794817	892.019125073	0.041	59131.7	70359.3	63476.6	67382.8	ch1-2018-11-20_10-39-58_0000019.wav	11227.6	FM
2551	Spectrogram 1	1	892.434375314	892.481096474	0.047	36676.6	67864.3	61523.4	64941.4	ch1-2018-11-20_10-39-58_0000019.wav	31187.7	TR
2552	Spectrogram 1	1	892.643272807	892.674719741	0.031	35678.6	68113.8	38085.9	37597.7	ch1-2018-11-20_10-39-58_0000019.wav	32435.2	ST
2553	Spectrogram 1	1	893.330559832	893.346283299	0.016	52644.7	55389.2	54199.2	54199.2	ch1-2018-11-20_10-39-58_0000019.wav	2744.5	FL
2554	Spectrogram 1	1	893.373237814	893.388512040	0.015	57884.2	65618.8	63476.6	63476.6	ch1-2018-11-20_10-39-58_0000019.wav	7734.6	IU
2555	Spectrogram 1	1	894.158185801	894.231861476	0.074	33433.1	57884.2	36621.1	37109.4	ch1-2018-11-20_10-39-58_0000019.wav	24451.1	ST
2556	Spectrogram 1	1	894.619255120	894.702814117	0.084	38922.2	69111.8	53222.7	49804.7	ch1-2018-11-20_10-39-58_0000019.wav	30189.6	TR
2557	Spectrogram 1	1	894.851962435	894.857802580	0.006	66616.8	72355.3	69824.2	69824.2	ch1-2018-11-20_10-39-58_0000019.wav	5738.5	SH
2558	Spectrogram 1	1	895.410317029	895.470066204	0.060	35678.6	74850.3	40527.3	41503.9	ch1-2018-11-20_10-39-58_0000019.wav	39171.7	ST
2559	Spectrogram 1	1	895.784788165	895.835552502	0.051	33433.1	56387.2	53710.9	53710.9	ch1-2018-11-20_10-39-58_0000019.wav	22954.1	ST
2560	Spectrogram 1	1	896.076942523	896.108838699	0.032	47904.2	50898.2	49804.7	49804.7	ch1-2018-11-20_10-39-58_0000019.wav	2994.0	FL
2561	Spectrogram 1	1	896.224293873	896.230134018	0.006	69860.3	75349.3	74218.8	74218.8	ch1-2018-11-20_10-39-58_0000019.wav	5489.0	SH
2562	Spectrogram 1	1	896.508214766	896.565043869	0.057	46656.7	60379.2	56152.3	56640.6	ch1-2018-11-20_10-39-58_0000019.wav	13722.5	TR
2563	Spectrogram 1	1	896.723099513	896.770719157	0.048	49650.7	60878.2	55664.1	54687.5	ch1-2018-11-20_10-39-58_0000019.wav	11227.5	FM
2564	Spectrogram 1	1	896.791384285	896.796325946	0.005	59131.7	62375.2	61035.2	61035.2	ch1-2018-11-20_10-39-58_0000019.wav	3243.5	SH
2565	Spectrogram 1	1	897.097293275	897.165578047	0.068	32934.1	59630.7	34668.0	34668.0	ch1-2018-11-20_10-39-58_0000019.wav	26696.6	ST
2566	Spectrogram 1	1	897.371780088	897.382112652	0.010	56387.2	61626.7	60058.6	60058.6	ch1-2018-11-20_10-39-58_0000019.wav	5239.5	SH
2567	Spectrogram 1	1	897.770759308	897.820175919	0.049	43912.2	68862.3	58593.8	58593.8	ch1-2018-11-20_10-39-58_0000019.wav	24950.1	TR
2568	Spectrogram 1	1	898.038507492	898.077142297	0.039	47155.7	51397.2	49316.4	49316.4	ch1-2018-11-20_10-39-58_0000019.wav	4241.5	FL
